UUID,JO Service Item ,Variant Info
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sencer no work
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensar not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sense not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensenot werking
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap senser not woking
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap senser not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensnot working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensor broken
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensor doesn't respond
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensor failed
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensor is not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensor is not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensor isn't working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensor malfunction
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensor not waking
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensor not werking
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensuh no workin
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensuh not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap sensur not functioning
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap senzer not workin
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap senzor broken
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap won't detect hand
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap won't start
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tape sensor faulty
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tappy sensnot working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tappy sensor not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,tap's sensor is dead
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,the auto water tap has failed
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,the faucet isn't detecting
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,the faucet sensor doesn't work
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,the motion sensor has problem
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,the sensor is broken
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,the sensor is defective
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,the sensor is not responding
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,the tap sensor isn't working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,to fix sensor tap
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,top sensor not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,touch sensor not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,touch tap broken
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,touch tap fail
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,touchless faucet doesn't work
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,touchless tap not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,touchless water off
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,water doesn't come out of sensor tap
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,water doesn't run when I wave
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,water not dispensing
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,water sensor not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,water tap isn't working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,water tap sensor gone
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,water won't trigger
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,water won't turn on
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,wave sensor not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,wave tap is broken
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,wave tap not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,wave tap sensor defective
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,wave-to-activate not working
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,感应水龙头一直流水
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,感应水龙头乱出水
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,感应水龙头时好时坏
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,感应水龙头时灵时不灵
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,感应龙头反应太慢了
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,感应龙头老是误动作
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,水龙头传感器坏了
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,水龙头传感器需要调整
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,水龙头感应不灵敏了
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,水龙头自动出水有问题
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,水龙头自动开关不灵
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,洗手池水龙头感应异常
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,洗手池自动龙头有故障
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,洗手间感应龙头有毛病
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,洗手间水龙头感应失灵
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,自动出水龙头不工作了
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,自动出水龙头太敏感
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,自动水龙头反应迟钝
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,自动水龙头检测不到人
6dc866d1-0cda-4e9e-9946-854aaba87ef5,,自动龙头感应不到手
f0925dc4-82f5-4284-8431-befd8490e8ff,Floor / Bath Mat,
f0925dc4-82f5-4284-8431-befd8490e8ff,,  extrmat
f0925dc4-82f5-4284-8431-befd8490e8ff,,  no floor mat in the room
f0925dc4-82f5-4284-8431-befd8490e8ff,,  no mat in toilet
f0925dc4-82f5-4284-8431-befd8490e8ff,, add floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, baf mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, baf mat room
f0925dc4-82f5-4284-8431-befd8490e8ff,, baff mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, baff matt
f0925dc4-82f5-4284-8431-befd8490e8ff,, bat mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, bat mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, bat mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, bat roon mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, doormat (confused)
f0925dc4-82f5-4284-8431-befd8490e8ff,, dry bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, dry mat for bathroom
f0925dc4-82f5-4284-8431-befd8490e8ff,, extr mat for bathroom floor
f0925dc4-82f5-4284-8431-befd8490e8ff,, get an extrbath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, get another bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,, get bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,anti-slip mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,baath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,baffroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bafroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bafroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bafrum mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,baftroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath cloth mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath foam mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath foam mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath maad
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mack
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mad
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath map
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath map
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath map room
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mash
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mat for room
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mat is wet
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mat near tub
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mat room
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath matt
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath matt room
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath matte
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mayt
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mess
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath mess mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath met
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath pad
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath room carpet
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath room foam
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath room mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath room matt
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath room rug
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath roon matt
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath rug
f0925dc4-82f5-4284-8431-befd8490e8ff,,bath towel mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathe mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bather room mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathmat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathmat room
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathrom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathrom matte
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom carpet
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom doesn't have mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom foot mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom foot mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom matt
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom matte
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom mesh
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom mess
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom met
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom needs mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroom wipe mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroommatt
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroon mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathroon matt
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathrum mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bathrum matt
f0925dc4-82f5-4284-8431-befd8490e8ff,,batroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,batroom matt
f0925dc4-82f5-4284-8431-befd8490e8ff,,bring bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bring floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,bring towel mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,can't find the bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,carpet mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,clean bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,clean the floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,clean towel for bathroom floor
f0925dc4-82f5-4284-8431-befd8490e8ff,,dirty bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,dirty floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,entry mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,flar mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,flat mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,flaw mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,Floor / Bath Mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,floor foam mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,floor is wet need mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,floor mat for bathroom
f0925dc4-82f5-4284-8431-befd8490e8ff,,floor matte
f0925dc4-82f5-4284-8431-befd8490e8ff,,floor met
f0925dc4-82f5-4284-8431-befd8490e8ff,,floor pad
f0925dc4-82f5-4284-8431-befd8490e8ff,,floor towel (misheard)
f0925dc4-82f5-4284-8431-befd8490e8ff,,floormat
f0925dc4-82f5-4284-8431-befd8490e8ff,,flor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,flor mayt
f0925dc4-82f5-4284-8431-befd8490e8ff,,florr matt
f0925dc4-82f5-4284-8431-befd8490e8ff,,flow mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,flur mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,foot mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,fresh bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,give me floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,ground mat 
f0925dc4-82f5-4284-8431-befd8490e8ff,,hallway mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,have another bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,hotel bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,hotel bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,housecleaning forgot mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat bath room
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat for bath
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat for bath room
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat for bathroom
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat for bathtub
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat for shower room
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat for the bathroom floor
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat for the entrance
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat for the shower
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat for walking
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat in bathroom
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat in bathroom
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat in front of shower
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat in the bathroom is missing
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat in the bathroom is wet
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat near the sink
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat on bathroom floor
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat on the floor
f0925dc4-82f5-4284-8431-befd8490e8ff,,mat on tile
f0925dc4-82f5-4284-8431-befd8490e8ff,,matt for bath room
f0925dc4-82f5-4284-8431-befd8490e8ff,,met for bath room
f0925dc4-82f5-4284-8431-befd8490e8ff,,missing bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,missing mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,need second bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,need towel mat for bathroom
f0925dc4-82f5-4284-8431-befd8490e8ff,,remove floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,replace the bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,replace the wet mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,restroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,room corner mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,room entrance mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,room mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,room mat bath
f0925dc4-82f5-4284-8431-befd8490e8ff,,rug for the bathroom
f0925dc4-82f5-4284-8431-befd8490e8ff,,send bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,send mat for the bathroom
f0925dc4-82f5-4284-8431-befd8490e8ff,,send me clean floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,shower mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,shower mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,slippery bathroom floor
f0925dc4-82f5-4284-8431-befd8490e8ff,,small bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,small carpet for bathroom
f0925dc4-82f5-4284-8431-befd8490e8ff,,soaked bathroom rug
f0925dc4-82f5-4284-8431-befd8490e8ff,,soft bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,soft floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,step mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,the bath mat is missing
f0925dc4-82f5-4284-8431-befd8490e8ff,,the floor is slippery without mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,the floor is wet need mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,the mat in the bathroom is dirty
f0925dc4-82f5-4284-8431-befd8490e8ff,,the mat is soaked
f0925dc4-82f5-4284-8431-befd8490e8ff,,there's no bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,tile mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,toilet mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,toilet mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,towel for the bathroom floor
f0925dc4-82f5-4284-8431-befd8490e8ff,,towel used as bath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,towel used as bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,tub mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,tub mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,underfoot mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,walk mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,want extrbath mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,washroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,water all over floor
f0925dc4-82f5-4284-8431-befd8490e8ff,,"water pooling, need mat"
f0925dc4-82f5-4284-8431-befd8490e8ff,,wet bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,wet bathroom mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,wet floor mat
f0925dc4-82f5-4284-8431-befd8490e8ff,,洗手间地垫有异味  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴室地巾不吸水  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴室地毯发霉了  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴室踏脚垫脏了  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴室防滑地垫翘起  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴室防滑地胶湿滑  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴室防滑垫尺寸不对  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴室防滑垫需要更换  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴缸地垫有污渍  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴缸垫子需要消毒  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴缸脚踏垫遗失  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴缸防滑地垫太旧了  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴缸防滑垫太薄  
f0925dc4-82f5-4284-8431-befd8490e8ff,,浴缸防滑贴脱落了  
f0925dc4-82f5-4284-8431-befd8490e8ff,,淋浴区地垫破损  
f0925dc4-82f5-4284-8431-befd8490e8ff,,淋浴房地胶起边  
f0925dc4-82f5-4284-8431-befd8490e8ff,,淋浴踏板太滑了  
f0925dc4-82f5-4284-8431-befd8490e8ff,,淋浴间地板垫移位了  
f0925dc4-82f5-4284-8431-befd8490e8ff,,淋浴间防滑贴失效  
f0925dc4-82f5-4284-8431-befd8490e8ff,,防滑地毡需要清洗  
0226c70a-20b6-432e-85b3-0947873c7e85,Floor Bloated,
0226c70a-20b6-432e-85b3-0947873c7e85,,bloated tiles on floor
0226c70a-20b6-432e-85b3-0947873c7e85,,carpet on floor is torn
0226c70a-20b6-432e-85b3-0947873c7e85,,chipped floor tile
0226c70a-20b6-432e-85b3-0947873c7e85,,cracked tile
0226c70a-20b6-432e-85b3-0947873c7e85,,daamijed floor
0226c70a-20b6-432e-85b3-0947873c7e85,,damage found on floor
0226c70a-20b6-432e-85b3-0947873c7e85,,damage on floor
0226c70a-20b6-432e-85b3-0947873c7e85,,damaged flor
0226c70a-20b6-432e-85b3-0947873c7e85,,damaged wooden floor
0226c70a-20b6-432e-85b3-0947873c7e85,,damij floor
0226c70a-20b6-432e-85b3-0947873c7e85,,damij in floor
0226c70a-20b6-432e-85b3-0947873c7e85,,damij seen on floor
0226c70a-20b6-432e-85b3-0947873c7e85,,damijed floor
0226c70a-20b6-432e-85b3-0947873c7e85,,dammaged floor
0226c70a-20b6-432e-85b3-0947873c7e85,,dented floor
0226c70a-20b6-432e-85b3-0947873c7e85,,flar damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flaw damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flaw damij
0226c70a-20b6-432e-85b3-0947873c7e85,,flaw is damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flawr damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,floar damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,Floor Bloated
0226c70a-20b6-432e-85b3-0947873c7e85,,floor bloated
0226c70a-20b6-432e-85b3-0947873c7e85,,floor breaking
0226c70a-20b6-432e-85b3-0947873c7e85,,floor bulging
0226c70a-20b6-432e-85b3-0947873c7e85,,floor daamij
0226c70a-20b6-432e-85b3-0947873c7e85,,floor dam
0226c70a-20b6-432e-85b3-0947873c7e85,,floor dam ish
0226c70a-20b6-432e-85b3-0947873c7e85,,floor damage
0226c70a-20b6-432e-85b3-0947873c7e85,,floor damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,floor damagged
0226c70a-20b6-432e-85b3-0947873c7e85,,floor damajed
0226c70a-20b6-432e-85b3-0947873c7e85,,floor damej
0226c70a-20b6-432e-85b3-0947873c7e85,,floor damidged
0226c70a-20b6-432e-85b3-0947873c7e85,,floor damij
0226c70a-20b6-432e-85b3-0947873c7e85,,floor damitch
0226c70a-20b6-432e-85b3-0947873c7e85,,floor dammage
0226c70a-20b6-432e-85b3-0947873c7e85,,floor dammij
0226c70a-20b6-432e-85b3-0947873c7e85,,floor demaged
0226c70a-20b6-432e-85b3-0947873c7e85,,floor demij
0226c70a-20b6-432e-85b3-0947873c7e85,,floor demijed
0226c70a-20b6-432e-85b3-0947873c7e85,,floor demijed
0226c70a-20b6-432e-85b3-0947873c7e85,,floor doesn't look right
0226c70a-20b6-432e-85b3-0947873c7e85,,floor has damage
0226c70a-20b6-432e-85b3-0947873c7e85,,floor has scuff marks
0226c70a-20b6-432e-85b3-0947873c7e85,,floor is broken
0226c70a-20b6-432e-85b3-0947873c7e85,,floor is broken
0226c70a-20b6-432e-85b3-0947873c7e85,,floor is chipped
0226c70a-20b6-432e-85b3-0947873c7e85,,floor is cracked
0226c70a-20b6-432e-85b3-0947873c7e85,,floor is damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,floor is scraped
0226c70a-20b6-432e-85b3-0947873c7e85,,floor is scratched
0226c70a-20b6-432e-85b3-0947873c7e85,,floor is uneven
0226c70a-20b6-432e-85b3-0947873c7e85,,floor looks damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,floor marked
0226c70a-20b6-432e-85b3-0947873c7e85,,floor needs fixing
0226c70a-20b6-432e-85b3-0947873c7e85,,floor peeling
0226c70a-20b6-432e-85b3-0947873c7e85,,floor tile broken
0226c70a-20b6-432e-85b3-0947873c7e85,,floor warped
0226c70a-20b6-432e-85b3-0947873c7e85,,floor with damij
0226c70a-20b6-432e-85b3-0947873c7e85,,floorboard cracked
0226c70a-20b6-432e-85b3-0947873c7e85,,floorboard lifted
0226c70a-20b6-432e-85b3-0947873c7e85,,floored amaged
0226c70a-20b6-432e-85b3-0947873c7e85,,floored damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flooring damage
0226c70a-20b6-432e-85b3-0947873c7e85,,flooring has dent
0226c70a-20b6-432e-85b3-0947873c7e85,,flooring is cracked
0226c70a-20b6-432e-85b3-0947873c7e85,,flooring is damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flooring is lifted
0226c70a-20b6-432e-85b3-0947873c7e85,,flooring looks old
0226c70a-20b6-432e-85b3-0947873c7e85,,floor's damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flor damage
0226c70a-20b6-432e-85b3-0947873c7e85,,flor damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flor damij
0226c70a-20b6-432e-85b3-0947873c7e85,,flor damijed
0226c70a-20b6-432e-85b3-0947873c7e85,,flor dammage
0226c70a-20b6-432e-85b3-0947873c7e85,,flor dammaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flor is damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,florr damag
0226c70a-20b6-432e-85b3-0947873c7e85,,florr damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,florr damij
0226c70a-20b6-432e-85b3-0947873c7e85,,florr demaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flow damij
0226c70a-20b6-432e-85b3-0947873c7e85,,flower damaged (ASR confusion)
0226c70a-20b6-432e-85b3-0947873c7e85,,flowr damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flur damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,flur demage
0226c70a-20b6-432e-85b3-0947873c7e85,,flure damij
0226c70a-20b6-432e-85b3-0947873c7e85,,gouge on the floor
0226c70a-20b6-432e-85b3-0947873c7e85,,I saw damage on the floor
0226c70a-20b6-432e-85b3-0947873c7e85,,laminate floor cracked
0226c70a-20b6-432e-85b3-0947873c7e85,,loose tile
0226c70a-20b6-432e-85b3-0947873c7e85,,panel damaged on floor
0226c70a-20b6-432e-85b3-0947873c7e85,,parquet damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,repair the floor
0226c70a-20b6-432e-85b3-0947873c7e85,,scratch across the floor
0226c70a-20b6-432e-85b3-0947873c7e85,,scratched floor
0226c70a-20b6-432e-85b3-0947873c7e85,,stain on floor
0226c70a-20b6-432e-85b3-0947873c7e85,,swollen floorboard
0226c70a-20b6-432e-85b3-0947873c7e85,,the floor is damaged
0226c70a-20b6-432e-85b3-0947873c7e85,,the floor is not intact
